Crop,Question,Answer
,Which type of soil can I use for best farming of cassava?,Loam soil
,What is foliage?,Vegetative part of the plant 
,what is the procedure for soil,Not clear
,what causes Cassava soft rot,"Soil borne pathogens such fusarium, Pythium etc"
,How many times should I weed my maize,Two times  that is a month after germination and before flowering
,What is Hypogeal germination?,Where shoots come out and endosperm remains underground
,what are weevils,Weevils are insects that damage grains 
, What is the best method of controlling Nut grass in the garden?,Use the right herbicide which is recommended 
,Which type of fertilizer is suitable to apply on maize garden?,NPK
,what makes my beans pod to put very small seeds,Poor fertility and diseases and pests attack
,what makes cassava flour to be bitter,Hydrogen cyanide 
,Which crop has much starch?,Cassava 
,what makes flowers to fall off in my cassava,Abortion of flowers 
,which type of caterpillars it's on maize,Fall army worms 
,what is the spacing for growing beans,20X30 cm
,what makes the beans to have very small seeds,Poor fertility and diseases and pests attack
,which type of beans is good for planting,NAROBEANs
,why are my  beans not doing well,Poor fertility and diseases and pests attack
,How many maize seeds should I plant per hole,One to 2 seeds 
,What is the most suitable method of reclamation of swamps?,Using remediating crops
,What is soil sampling?,Picking of samples of soil to test it
,How can I control cassava.,Not clear
,Is it healthy to plant untreated Bean seeds,Yes
,What makes cassava to yield very many root tuber but small ones,Poor fertility and diseases and pests attack
,which soil is having good yield for growing cassava,Loam
,What is the function of nitrogen and phosphorus to cassava plants?,Promoting vegetative growth
,what is cassava bacteria blight,A disease that attacks cassava and dries up leaves 
,What makes maize to taste bitter?,Hydrogen cyanide 
,When should a farmer gap fil cassava?,After germination
,what causes cassava bacteria blight streak diseases in a leaf,Bacteria
,how many nodes should  a good cassava cutting have,4-6 nodes 
,What causes cassava mosaic disease,Cassava mosaic virus 
,which bean variety is easy to cook,NAROBEANS
,why does my cassava dry,Attack by blight and green mites 
,What makes my bean seeds to rot inside the pod?,Diseases especially rusts
,what are the measures of preventing brown streak disease?,Use resistant varieties of cassava and manage the crop well
,What is the best season for planting cassava?,Beginning of any rainy season
,What can I do to help me grow beans during dry season,Irrigate the crop 
,How many time should I weed my Bean plants in the garden?,Two times  that is a month after germination and before flowering
,how to eliminate squirrels in my maize garden,Use traps and poison
,What should I do to locusts sting my bean leaves?,Spray them
,what adjustment can I do to improve yields  of my produce,Use clean seed of resistant varieties and good agronomic practice 
,what fertilizer is used in cassava,NPK and phosphate fertilizers 
,how can I know that my maize is dry for store,When moisture contents reaches 14%
,how does fertilization occur in beans,Through pollination
,How can I control water longing in my cassava garden,Use draining terraces 
,what is pollination,Moving pollen from answer to stigma
,What is spacing of maize?,30X70cm
,how can be spread into the garden,Not clear
,what is the suitable soil for cassava?,Loam
,what  ls  crop rotation,The growing of different crops on the same piece of land in different seasons 
,how can a farmer prepare his garden for the season,"Use tractor and hoes to remove trees, stamps and volunteer plants "
,what can I use for storing cassava,Dry storage is required probably cemented away from moisture and pests. 
,Is it true that cassava flour can build a strong wall like cement?,Yes
,how can I store maize,Use cemented flour in a moisture free shelter
,How can I prevent my cassava from hydrogen cyanide,Use improved varieties or process the flour 
,what is the importance of spacing my cassava,To improve yield 
,when does the first season stove in growing maize ,In March
,Isn't bees cassava disease spreading insect,No
,which variety of cassava is resistant to drought,NAROCASS varieties 
,How does cassava manufacture food,Through photosynthesis
,what makes my beans fail to put well during drier season,Drought affects the way nutrients are used in the plant 
,what is a white file,Small white insects that are vectors of disease in cassava 
,How can I control my maize seeds from being dormant,Harvest when mature and keep well
,how many inches can I use for planting my maize,80X200 inches
,which crop is good for intercropping with groundnuts,Maize and other grains
,which variety of beans is drought tolerant,NAROBEANs
,How can I make compost manure ?,Cover home waste in a pit
,what makes flowers to tall off in my maize,Poor development or drought
,How many cassava stems should I plant per hole?,One to 2 seeds 
,what  should I do  when handling the chemical,Protect yourself from it
,how many hours should chemical last on cassava leaves after spraying,At least 5 hours 
,what causes dryness of  bean leaves,Drought or disease 
,what makes the roots of my beans to rot,Root rots and other pests 
,is it good for pruning maize,No may be thinning
,what makes bean leaf to fold,Pests such as attack by spiders and moths 
,how can I control weevils in my maize store,Use pest control chemicals recommended in stores 
